Season,Team1ID,Team2ID,Team1Name,Team2Name,Team1_WinPct,Team1_AvgPointsFor,Team1_AvgPointsAgainst,Team1_PointDiff,Team1_NumGames,Team1_Seed,Team2_WinPct,Team2_AvgPointsFor,Team2_AvgPointsAgainst,Team2_PointDiff,Team2_NumGames,Team2_Seed,H2H_Team1Wins,H2H_Team2Wins,Diff_WinPct,Diff_PointDiff,Diff_Seed,SameConference,Result
2003,3403,3283,Texas Tech,Missouri St,0.8387096774193549,75.61290322580645,58.225806451612904,17.387096774193544,31,2.0,0.6,71.0,63.4,7.600000000000001,30,15.0,0,0,0.2387096774193549,9.787096774193543,13.0,0,1
2003,3428,3177,Utah,DePaul,0.7857142857142857,64.71428571428571,50.392857142857146,14.321428571428562,28,8.0,0.7096774193548387,71.80645161290323,61.774193548387096,10.032258064516135,31,9.0,0,0,0.07603686635944695,4.289170506912427,1.0,0,1
2003,3437,3384,Villanova,St Francis PA,0.8333333333333334,63.3,52.56666666666667,10.733333333333327,30,2.0,0.7666666666666667,67.33333333333333,57.233333333333334,10.099999999999994,30,15.0,0,0,0.06666666666666665,0.6333333333333329,13.0,0,1
2003,3130,3435,Boston College,Vanderbilt,0.7142857142857143,70.53571428571429,59.714285714285715,10.821428571428577,28,5.0,0.7,74.3,63.96666666666667,10.333333333333329,30,4.0,0,0,0.014285714285714346,0.4880952380952479,-1.0,0,1
2003,3160,3314,Colorado,North Carolina,0.7586206896551724,67.06896551724138,58.6551724137931,8.413793103448278,29,6.0,0.84375,76.28125,61.84375,14.4375,32,3.0,0,0,-0.08512931034482762,-6.023706896551722,-3.0,0,1
2003,3208,3353,Georgia,Rutgers,0.6785714285714286,77.28571428571429,64.35714285714286,12.92857142857143,28,5.0,0.7407407407407407,67.51851851851852,56.592592592592595,10.925925925925924,27,4.0,0,0,-0.062169312169312096,2.002645502645507,-1.0,0,1
2003,3261,3453,LSU,WI Green Bay,0.9,76.6,58.1,18.499999999999993,30,1.0,0.9,78.5,58.6,19.9,30,8.0,0,0,0.0,-1.4000000000000057,7.0,0,1
2003,3278,3390,Minnesota,Stanford,0.8214285714285714,79.14285714285714,65.14285714285714,14.0,28,6.0,0.8666666666666667,70.83333333333333,58.4,12.43333333333333,30,3.0,0,0,-0.0452380952380953,1.56666666666667,-3.0,0,1
2003,3307,3280,New Mexico,Mississippi St,0.7333333333333333,66.4,54.93333333333333,11.466666666666676,30,6.0,0.7666666666666667,75.16666666666667,63.833333333333336,11.333333333333336,30,3.0,0,0,-0.03333333333333344,0.13333333333333997,-3.0,0,1
2003,3345,3439,Purdue,Virginia Tech,0.8387096774193549,73.87096774193549,61.483870967741936,12.387096774193552,31,2.0,0.7,64.4,59.4,5.000000000000007,30,7.0,0,0,0.13870967741935492,7.3870967741935445,5.0,0,1
2003,3397,3438,Tennessee,Virginia,0.8709677419354839,78.45161290322581,60.25806451612903,18.193548387096776,31,1.0,0.5517241379310345,63.13793103448276,61.689655172413794,1.448275862068968,29,8.0,0,0,0.3192436040044494,16.745272525027808,7.0,0,1
2003,3163,3395,Connecticut,TCU,0.96875,74.4375,52.25,22.1875,32,1.0,0.59375,68.25,62.53125,5.71875,32,9.0,0,0,0.375,16.46875,8.0,0,1
2003,3181,3428,Duke,Utah,0.96875,81.625,53.625,28.0,32,1.0,0.7857142857142857,64.71428571428571,50.392857142857146,14.321428571428562,28,8.0,0,0,0.1830357142857143,13.678571428571438,7.0,0,1
2003,3256,3326,Louisiana Tech,Ohio St,0.9354838709677419,78.54838709677419,57.0,21.548387096774192,31,5.0,0.6896551724137931,67.13793103448276,57.37931034482759,9.758620689655174,29,4.0,0,0,0.24582869855394873,11.789766407119018,-1.0,0,1
2003,3323,3243,Notre Dame,Kansas St,0.6551724137931034,66.44827586206897,61.793103448275865,4.655172413793103,29,11.0,0.875,75.21875,57.09375,18.125,32,3.0,0,0,-0.21982758620689657,-13.469827586206897,-8.0,0,1
2003,3336,3376,Penn St,South Carolina,0.75,77.53125,66.5625,10.96875,32,4.0,0.7586206896551724,74.44827586206897,58.827586206896555,15.620689655172413,29,5.0,0,0,-0.008620689655172376,-4.651939655172413,1.0,0,1
2003,3400,3116,Texas,Arkansas,0.8333333333333334,74.4,55.53333333333333,18.866666666666674,30,2.0,0.6774193548387096,68.06451612903226,60.70967741935484,7.354838709677416,31,7.0,0,0,0.15591397849462374,11.511827956989258,5.0,0,1
2003,3403,3364,Texas Tech,UC Santa Barbara,0.8387096774193549,75.61290322580645,58.225806451612904,17.387096774193544,31,2.0,0.8666666666666667,74.3,56.93333333333333,17.366666666666667,30,7.0,0,0,-0.027956989247311825,0.02043010752687735,5.0,0,1
2003,3437,3203,Villanova,G Washington,0.8333333333333334,63.3,52.56666666666667,10.733333333333327,30,2.0,0.8,72.53333333333333,59.63333333333333,12.899999999999999,30,7.0,0,0,0.033333333333333326,-2.1666666666666714,5.0,0,1
2003,3181,3208,Duke,Georgia,0.96875,81.625,53.625,28.0,32,1.0,0.6785714285714286,77.28571428571429,64.35714285714286,12.92857142857143,28,5.0,0,0,0.2901785714285714,15.07142857142857,4.0,0,1
2003,3397,3336,Tennessee,Penn St,0.8709677419354839,78.45161290322581,60.25806451612903,18.193548387096776,31,1.0,0.75,77.53125,66.5625,10.96875,32,4.0,0,0,0.12096774193548387,7.224798387096776,3.0,0,1
2003,3403,3307,Texas Tech,New Mexico,0.8387096774193549,75.61290322580645,58.225806451612904,17.387096774193544,31,2.0,0.7333333333333333,66.4,54.93333333333333,11.466666666666676,30,6.0,0,0,0.10537634408602159,5.920430107526869,4.0,0,1
2003,3437,3160,Villanova,Colorado,0.8333333333333334,63.3,52.56666666666667,10.733333333333327,30,2.0,0.7586206896551724,67.06896551724138,58.6551724137931,8.413793103448278,29,6.0,1,0,0.074712643678161,2.3195402298850496,4.0,0,1
2003,3163,3130,Connecticut,Boston College,0.96875,74.4375,52.25,22.1875,32,1.0,0.7142857142857143,70.53571428571429,59.714285714285715,10.821428571428577,28,5.0,1,0,0.2544642857142857,11.366071428571423,4.0,1,1
2003,3261,3256,LSU,Louisiana Tech,0.9,76.6,58.1,18.499999999999993,30,1.0,0.9354838709677419,78.54838709677419,57.0,21.548387096774192,31,5.0,0,0,-0.03548387096774186,-3.0483870967741993,4.0,0,1
2003,3345,3323,Purdue,Notre Dame,0.8387096774193549,73.87096774193549,61.483870967741936,12.387096774193552,31,2.0,0.6551724137931034,66.44827586206897,61.793103448275865,4.655172413793103,29,11.0,1,0,0.18353726362625145,7.731924360400448,9.0,0,1
2003,3400,3278,Texas,Minnesota,0.8333333333333334,74.4,55.53333333333333,18.866666666666674,30,2.0,0.8214285714285714,79.14285714285714,65.14285714285714,14.0,28,6.0,0,0,0.011904761904761973,4.866666666666674,4.0,0,1
2003,3181,3403,Duke,Texas Tech,0.96875,81.625,53.625,28.0,32,1.0,0.8387096774193549,75.61290322580645,58.225806451612904,17.387096774193544,31,2.0,0,0,0.13004032258064513,10.612903225806456,1.0,0,1
2003,3397,3437,Tennessee,Villanova,0.8709677419354839,78.45161290322581,60.25806451612903,18.193548387096776,31,1.0,0.8333333333333334,63.3,52.56666666666667,10.733333333333327,30,2.0,0,0,0.037634408602150504,7.460215053763449,1.0,0,1
2003,3163,3345,Connecticut,Purdue,0.96875,74.4375,52.25,22.1875,32,1.0,0.8387096774193549,73.87096774193549,61.483870967741936,12.387096774193552,31,2.0,0,0,0.13004032258064513,9.800403225806448,1.0,0,1
2003,3400,3261,Texas,LSU,0.8333333333333334,74.4,55.53333333333333,18.866666666666674,30,2.0,0.9,76.6,58.1,18.499999999999993,30,1.0,0,1,-0.06666666666666665,0.36666666666668135,-1.0,0,1
2003,3163,3400,Connecticut,Texas,0.96875,74.4375,52.25,22.1875,32,1.0,0.8333333333333334,74.4,55.53333333333333,18.866666666666674,30,2.0,0,0,0.13541666666666663,3.3208333333333258,1.0,0,1
2003,3397,3181,Tennessee,Duke,0.8709677419354839,78.45161290322581,60.25806451612903,18.193548387096776,31,1.0,0.96875,81.625,53.625,28.0,32,1.0,0,1,-0.09778225806451613,-9.806451612903224,0.0,0,1
2003,3163,3397,Connecticut,Tennessee,0.96875,74.4375,52.25,22.1875,32,1.0,0.8709677419354839,78.45161290322581,60.25806451612903,18.193548387096776,31,1.0,1,0,0.09778225806451613,3.993951612903224,0.0,0,1
2004,3124,3258,Baylor,Loy Marymount,0.7419354838709677,76.19354838709677,61.645161290322584,14.548387096774185,31,4.0,0.8275862068965517,61.206896551724135,56.724137931034484,4.482758620689651,29,13.0,0,0,-0.08565072302558396,10.065628476084534,9.0,0,1
2004,3130,3185,Boston College,E Michigan,0.8064516129032258,71.0,57.806451612903224,13.193548387096776,31,3.0,0.75,72.60714285714286,61.142857142857146,11.464285714285715,28,14.0,0,0,0.056451612903225756,1.7292626728110605,11.0,0,1
2004,3151,3353,Chattanooga,Rutgers,0.9333333333333333,73.73333333333333,57.46666666666667,16.266666666666666,30,10.0,0.65625,62.3125,58.03125,4.28125,32,7.0,0,0,0.27708333333333335,11.985416666666666,-3.0,0,1
2004,3177,3203,DePaul,G Washington,0.7857142857142857,85.32142857142857,68.32142857142857,17.0,28,9.0,0.7586206896551724,69.17241379310344,60.275862068965516,8.896551724137929,29,8.0,0,0,0.027093596059113323,8.103448275862071,-1.0,0,1
2004,3196,3307,Florida,New Mexico,0.6428571428571429,73.85714285714286,68.25,5.607142857142861,28,5.0,0.7586206896551724,61.37931034482759,51.13793103448276,10.241379310344826,29,12.0,0,0,-0.11576354679802947,-4.634236453201964,7.0,0,1
2004,3208,3251,Georgia,Liberty,0.7096774193548387,74.06451612903226,62.61290322580645,11.451612903225808,31,3.0,0.8064516129032258,69.16129032258064,55.483870967741936,13.677419354838705,31,14.0,0,0,-0.09677419354838701,-2.225806451612897,11.0,0,1
2004,3222,3453,Houston,WI Green Bay,0.9,68.6,59.733333333333334,8.86666666666666,30,3.0,0.7666666666666667,67.5,59.166666666666664,8.333333333333336,30,14.0,0,0,0.1333333333333333,0.5333333333333243,11.0,0,1
2004,3256,3285,Louisiana Tech,Montana,0.9310344827586207,83.72413793103448,58.41379310344828,25.3103448275862,29,5.0,0.8620689655172413,67.3103448275862,55.6551724137931,11.655172413793103,29,12.0,0,0,0.06896551724137934,13.655172413793096,7.0,0,1
2004,3326,3452,Ohio St,West Virginia,0.6896551724137931,68.79310344827586,56.10344827586207,12.689655172413786,29,6.0,0.6774193548387096,68.83870967741936,61.16129032258065,7.677419354838712,31,11.0,0,0,0.012235817575083519,5.012235817575075,5.0,0,1
2004,3328,3265,Oklahoma,Marist,0.7419354838709677,72.0,58.806451612903224,13.193548387096776,31,3.0,0.6666666666666666,61.8,59.233333333333334,2.566666666666663,30,14.0,0,0,0.07526881720430112,10.626881720430113,11.0,0,1
2004,3364,3160,UC Santa Barbara,Colorado,0.8064516129032258,70.25806451612904,56.96774193548387,13.290322580645167,31,11.0,0.7586206896551724,70.13793103448276,62.6551724137931,7.482758620689658,29,6.0,0,0,0.04783092324805338,5.807563959955509,-5.0,0,1
2004,3390,3281,Stanford,Missouri,0.8,71.3,59.4,11.899999999999999,30,6.0,0.5862068965517241,71.82758620689656,66.24137931034483,5.5862068965517295,29,11.0,0,0,0.21379310344827596,6.313793103448269,5.0,0,1
2004,3395,3396,TCU,Temple,0.8,78.56666666666666,64.56666666666666,14.0,30,6.0,0.7,61.333333333333336,58.233333333333334,3.1000000000000014,30,11.0,0,0,0.10000000000000009,10.899999999999999,5.0,0,1
2004,3397,3159,Tennessee,Colgate,0.896551724137931,75.89655172413794,62.96551724137931,12.931034482758626,29,1.0,0.7,71.96666666666667,64.56666666666666,7.400000000000006,30,16.0,0,0,0.1965517241379311,5.531034482758621,15.0,0,1
2004,3403,3263,Texas Tech,Maine,0.7741935483870968,72.96774193548387,56.74193548387097,16.225806451612904,31,4.0,0.8064516129032258,65.16129032258064,55.61290322580645,9.548387096774192,31,13.0,0,0,-0.032258064516129004,6.677419354838712,9.0,0,1
2004,3435,3252,Vanderbilt,Lipscomb,0.7741935483870968,71.19354838709677,62.61290322580645,8.58064516129032,31,2.0,0.6451612903225806,64.90322580645162,61.903225806451616,3.0,31,15.0,0,0,0.12903225806451613,5.58064516129032,13.0,0,1
2004,3120,3301,Auburn,NC State,0.7241379310344828,73.10344827586206,54.37931034482759,18.724137931034477,29,7.0,0.5333333333333333,66.93333333333334,65.36666666666666,1.566666666666677,30,10.0,0,0,0.19080459770114944,17.1574712643678,3.0,0,1
2004,3163,3335,Connecticut,Penn,0.8620689655172413,76.06896551724138,53.55172413793103,22.51724137931035,29,2.0,0.6296296296296297,69.66666666666667,66.51851851851852,3.1481481481481524,27,15.0,0,0,0.23243933588761168,19.369093231162196,13.0,0,1
2004,3181,3322,Duke,Northwestern LA,0.9,82.26666666666667,56.733333333333334,25.53333333333333,30,1.0,0.7777777777777778,72.70370370370371,69.81481481481481,2.8888888888889,27,16.0,1,0,0.12222222222222223,22.64444444444443,15.0,0,1
2004,3243,3434,Kansas St,Valparaiso,0.8275862068965517,76.13793103448276,58.10344827586207,18.03448275862069,29,2.0,0.6333333333333333,62.53333333333333,58.7,3.8333333333333286,30,15.0,0,0,0.1942528735632184,14.201149425287362,13.0,0,1
2004,3261,3122,LSU,Austin Peay,0.7666666666666667,74.03333333333333,62.766666666666666,11.266666666666666,30,4.0,0.7586206896551724,67.24137931034483,63.206896551724135,4.03448275862069,29,13.0,0,0,0.008045977011494343,7.232183908045975,9.0,0,1
2004,3266,3330,Marquette,Old Dominion,0.7,65.03333333333333,57.5,7.533333333333331,30,9.0,0.8064516129032258,73.38709677419355,63.516129032258064,9.870967741935488,31,8.0,0,0,-0.1064516129032258,-2.337634408602156,-1.0,0,1
2004,3268,3274,Maryland,Miami FL,0.5862068965517241,68.03448275862068,64.37931034482759,3.655172413793096,29,12.0,0.7857142857142857,73.35714285714286,64.25,9.107142857142861,28,5.0,0,0,-0.1995073891625616,-5.451970443349765,-7.0,0,1
2004,3277,3112,Michigan St,Arizona,0.7241379310344828,64.72413793103448,55.172413793103445,9.551724137931032,29,8.0,0.75,72.6875,63.34375,9.34375,32,9.0,0,0,-0.025862068965517238,0.20797413793103203,1.0,0,1
2004,3278,3417,Minnesota,UCLA,0.7241379310344828,70.48275862068965,58.0,12.482758620689651,29,7.0,0.5862068965517241,66.58620689655173,62.86206896551724,3.724137931034491,29,10.0,0,0,0.13793103448275867,8.75862068965516,3.0,0,1
2004,3292,3314,MTSU,North Carolina,0.7666666666666667,67.7,58.4,9.300000000000004,30,13.0,0.8,73.2,58.2,15.0,30,4.0,0,0,-0.033333333333333326,-5.699999999999996,-9.0,0,1
2004,3323,3283,Notre Dame,Missouri St,0.6551724137931034,64.72413793103448,58.89655172413793,5.827586206896548,29,5.0,0.9032258064516129,78.09677419354838,58.193548387096776,19.90322580645161,31,12.0,0,0,-0.24805339265850945,-14.07563959955506,7.0,0,1
2004,3336,3214,Penn St,Hampton,0.8333333333333334,70.96666666666667,58.2,12.766666666666666,30,1.0,0.5862068965517241,63.689655172413794,59.793103448275865,3.896551724137929,29,16.0,0,0,0.24712643678160928,8.870114942528737,15.0,0,1
2004,3345,3384,Purdue,St Francis PA,0.9,70.06666666666666,58.9,11.166666666666664,30,2.0,0.8333333333333334,74.63333333333334,61.2,13.433333333333337,30,15.0,0,0,0.06666666666666665,-2.266666666666673,13.0,0,1
2004,3400,3380,Texas,Southern Univ,0.875,72.53125,56.0625,16.46875,32,1.0,0.5714285714285714,61.392857142857146,65.25,-3.857142857142854,28,16.0,0,0,0.3035714285714286,20.325892857142854,15.0,0,1
2004,3437,3279,Villanova,Mississippi,0.7857142857142857,61.142857142857146,52.285714285714285,8.857142857142861,28,7.0,0.5666666666666667,73.03333333333333,69.3,3.7333333333333343,30,10.0,0,0,0.21904761904761905,5.123809523809527,3.0,0,1
2004,3439,3234,Virginia Tech,Iowa,0.7586206896551724,63.172413793103445,55.172413793103445,8.0,29,8.0,0.5714285714285714,73.32142857142857,72.89285714285714,0.4285714285714306,28,9.0,0,0,0.18719211822660098,7.571428571428569,1.0,0,1
2004,3124,3196,Baylor,Florida,0.7419354838709677,76.19354838709677,61.645161290322584,14.548387096774185,31,4.0,0.6428571428571429,73.85714285714286,68.25,5.607142857142861,28,5.0,1,0,0.09907834101382484,8.941244239631324,1.0,0,1
2004,3130,3326,Boston College,Ohio St,0.8064516129032258,71.0,57.806451612903224,13.193548387096776,31,3.0,0.6896551724137931,68.79310344827586,56.10344827586207,12.689655172413786,29,6.0,0,0,0.1167964404894326,0.5038932146829893,3.0,0,1
2004,3208,3395,Georgia,TCU,0.7096774193548387,74.06451612903226,62.61290322580645,11.451612903225808,31,3.0,0.8,78.56666666666666,64.56666666666666,14.0,30,6.0,0,0,-0.0903225806451613,-2.548387096774192,3.0,0,1
2004,3256,3403,Louisiana Tech,Texas Tech,0.9310344827586207,83.72413793103448,58.41379310344828,25.3103448275862,29,5.0,0.7741935483870968,72.96774193548387,56.74193548387097,16.225806451612904,31,4.0,0,0,0.1568409343715239,9.084538375973295,-1.0,0,1
2004,3364,3222,UC Santa Barbara,Houston,0.8064516129032258,70.25806451612904,56.96774193548387,13.290322580645167,31,11.0,0.9,68.6,59.733333333333334,8.86666666666666,30,3.0,0,0,-0.09354838709677427,4.423655913978507,-8.0,0,1
2004,3390,3328,Stanford,Oklahoma,0.8,71.3,59.4,11.899999999999999,30,6.0,0.7419354838709677,72.0,58.806451612903224,13.193548387096776,31,3.0,0,0,0.058064516129032295,-1.2935483870967772,-3.0,0,1
2004,3397,3177,Tennessee,DePaul,0.896551724137931,75.89655172413794,62.96551724137931,12.931034482758626,29,1.0,0.7857142857142857,85.32142857142857,68.32142857142857,17.0,28,9.0,1,0,0.11083743842364535,-4.068965517241374,8.0,0,1
2004,3435,3151,Vanderbilt,Chattanooga,0.7741935483870968,71.19354838709677,62.61290322580645,8.58064516129032,31,2.0,0.9333333333333333,73.73333333333333,57.46666666666667,16.266666666666666,30,10.0,0,0,-0.1591397849462366,-7.686021505376345,8.0,0,1
2004,3163,3120,Connecticut,Auburn,0.8620689655172413,76.06896551724138,53.55172413793103,22.51724137931035,29,2.0,0.7241379310344828,73.10344827586206,54.37931034482759,18.724137931034477,29,7.0,0,0,0.13793103448275856,3.793103448275872,5.0,0,1
2004,3181,3266,Duke,Marquette,0.9,82.26666666666667,56.733333333333334,25.53333333333333,30,1.0,0.7,65.03333333333333,57.5,7.533333333333331,30,9.0,0,0,0.20000000000000007,18.0,8.0,0,1
2004,3261,3268,LSU,Maryland,0.7666666666666667,74.03333333333333,62.766666666666666,11.266666666666666,30,4.0,0.5862068965517241,68.03448275862068,64.37931034482759,3.655172413793096,29,12.0,0,0,0.18045977011494263,7.61149425287357,8.0,0,1
2004,3278,3243,Minnesota,Kansas St,0.7241379310344828,70.48275862068965,58.0,12.482758620689651,29,7.0,0.8275862068965517,76.13793103448276,58.10344827586207,18.03448275862069,29,2.0,0,0,-0.10344827586206895,-5.551724137931039,-5.0,0,1
2004,3323,3292,Notre Dame,MTSU,0.6551724137931034,64.72413793103448,58.89655172413793,5.827586206896548,29,5.0,0.7666666666666667,67.7,58.4,9.300000000000004,30,13.0,0,0,-0.1114942528735633,-3.472413793103456,8.0,0,1
2004,3336,3439,Penn St,Virginia Tech,0.8333333333333334,70.96666666666667,58.2,12.766666666666666,30,1.0,0.7586206896551724,63.172413793103445,55.172413793103445,8.0,29,8.0,0,0,0.074712643678161,4.766666666666666,7.0,0,1
2004,3345,3437,Purdue,Villanova,0.9,70.06666666666666,58.9,11.166666666666664,30,2.0,0.7857142857142857,61.142857142857146,52.285714285714285,8.857142857142861,28,7.0,0,0,0.11428571428571432,2.309523809523803,5.0,0,1
2004,3400,3277,Texas,Michigan St,0.875,72.53125,56.0625,16.46875,32,1.0,0.7241379310344828,64.72413793103448,55.172413793103445,9.551724137931032,29,8.0,0,0,0.15086206896551724,6.917025862068968,7.0,0,1
2004,3163,3364,Connecticut,UC Santa Barbara,0.8620689655172413,76.06896551724138,53.55172413793103,22.51724137931035,29,2.0,0.8064516129032258,70.25806451612904,56.96774193548387,13.290322580645167,31,11.0,0,0,0.05561735261401557,9.226918798665181,9.0,0,1
